"Name","FullPath","Directory","Extension","SizeKB","Created","Modified","MatchedKeywords","ActionNeeded","SafetyStatus"
"files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\files.zip","C:\Users\mylab\OneDrive\AI-OS-Project",".zip","5.28","5/2/2026 9:01:45 AM","5/2/2026 9:01:45 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"DASHBOARD_FIXES.md","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes\DASHBOARD_FIXES.md","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes",".md","15.36","5/2/2026 8:12:41 AM","5/2/2026 8:10:15 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"May 3, 2026 0545.txt","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes\May 3, 2026 0545.txt","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes",".txt","0.08","5/3/2026 9:13:47 AM","5/3/2026 5:46:04 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".png","101.8","5/1/2026 3:11:21 PM","5/1/2026 3:11:21 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_node_logo_v2.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_node_logo_v2.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".svg","17.5","5/1/2026 1:58:45 PM","5/1/2026 1:58:45 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_square_vs_circle.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_square_vs_circle.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".svg","49.41","5/1/2026 3:04:38 PM","5/1/2026 3:04:39 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".zip","210.23","5/1/2026 3:11:16 PM","5/1/2026 3:11:16 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","101.8","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_logo_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\aios_logo_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","84.01","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"apple-touch-icon.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\apple-touch-icon.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","23.66","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"favicon.ico","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\favicon.ico","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".ico","0.54","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"index.html","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\index.html","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".html","10.63","4/28/2026 12:36:54 PM","4/28/2026 12:37:10 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_CHECKPOINT_2026-05-04_CLEAN_REPO_RECOVERY.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\AI_OS_CHECKPOINT_2026-05-04_CLEAN_REPO_RECOVERY.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","0.72","5/4/2026 1:15:42 PM","5/4/2026 1:16:23 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_CHECKPOINT_2026-05-04_CODEX_GITHUB_ALIGNMENT.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\AI_OS_CHECKPOINT_2026-05-04_CODEX_GITHUB_ALIGNMENT.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","1.94","5/4/2026 12:47:03 PM","5/4/2026 12:47:17 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_LOCAL_INVENTORY_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\AI_OS_LOCAL_INVENTORY_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","17","5/4/2026 12:08:32 PM","5/4/2026 12:10:37 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_REPO_ALIGNMENT_PLAN_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\AI_OS_REPO_ALIGNMENT_PLAN_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","19.74","5/4/2026 12:27:37 PM","5/4/2026 12:27:59 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"CODEX_REPO_MISMATCH_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\CODEX_REPO_MISMATCH_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","1.49","5/4/2026 12:03:07 PM","5/4/2026 12:04:31 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"CURRENT_STAGE_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\CURRENT_STAGE_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","1.34","5/4/2026 3:04:17 PM","5/4/2026 3:07:26 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"DAILY_REPORT.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\DAILY_REPORT.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","0","5/3/2026 7:45:20 PM","5/3/2026 7:45:20 PM","AI-OS; DAILY_REPORT","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"DAILY_REPORT_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\DAILY_REPORT_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","1.5","5/4/2026 3:22:08 PM","5/4/2026 3:52:39 PM","AI-OS; DAILY_REPORT","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"FIX6_LOCAL_PATH_CHECK_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\FIX6_LOCAL_PATH_CHECK_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","11.25","5/4/2026 2:56:39 PM","5/4/2026 2:56:39 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"FOLDER_NOTE_DRY_RUN_REPORT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\FOLDER_NOTE_DRY_RUN_REPORT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","4.87","5/3/2026 8:40:14 PM","5/3/2026 8:40:14 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"FOLDER_NOTE_DRY_RUN_REPORT_20260503_204957.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\FOLDER_NOTE_DRY_RUN_REPORT_20260503_204957.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","3.14","5/3/2026 8:49:57 PM","5/3/2026 8:49:57 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"GITHUB_REPO_INVENTORY_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\GITHUB_REPO_INVENTORY_2026-05-04.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","19.15","5/4/2026 12:21:13 PM","5/4/2026 12:21:14 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"README_DAILY_REPORTS_FOLDER.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\README_DAILY_REPORTS_FOLDER.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","0.81","5/3/2026 6:01:06 PM","5/3/2026 6:01:27 PM","AI-OS; DAILY_REPORT","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"ROOT_INVENTORY_REPORT.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\ROOT_INVENTORY_REPORT.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".csv","0","5/3/2026 6:08:04 PM","5/3/2026 6:08:04 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"ROOT_INVENTORY_REPORT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\ROOT_INVENTORY_REPORT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","0.3","5/3/2026 6:08:04 PM","5/3/2026 6:08:36 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"ROOT_INVENTORY_REPORT_FIXED.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\ROOT_INVENTORY_REPORT_FIXED.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".csv","0","5/3/2026 6:15:39 PM","5/3/2026 6:15:39 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"ROOT_INVENTORY_REPORT_FIXED.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\ROOT_INVENTORY_REPORT_FIXED.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".txt","0.3","5/3/2026 6:15:39 PM","5/3/2026 6:16:28 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_SUPERVISOR_REPORT_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\supervisor\AI_OS_SUPERVISOR_REPORT_2026-05-04.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\supervisor",".md","0","5/4/2026 2:39:55 PM","5/4/2026 2:40:09 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"Ai_Os_Reorganize.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\scripts\Ai_Os_Reorganize.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\scripts",".ps1","7.27","5/2/2026 9:35:41 AM","5/2/2026 9:35:41 AM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"deploy_readme.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\scripts\Deployable PS1\deploy_readme.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\scripts\Deployable PS1",".ps1","1.98","5/2/2026 10:33:30 AM","5/2/2026 10:33:31 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"system_wizard_v0_1.py","C:\Users\mylab\OneDrive\AI-OS-Project\src\ai_os\system_wizard\system_wizard_v0_1.py","C:\Users\mylab\OneDrive\AI-OS-Project\src\ai_os\system_wizard",".py","1.79","5/3/2026 5:51:44 PM","5/3/2026 5:51:44 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_PROJECT_TASKS.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Tasks\AI-OS_PROJECT_TASKS.csv","C:\Users\mylab\OneDrive\AI-OS-Project\Tasks",".csv","3.71","5/2/2026 4:30:53 PM","5/2/2026 4:30:53 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"RUN_SYSTEM_WIZARD_V0_1.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\tools\powershell\RUN_SYSTEM_WIZARD_V0_1.ps1","C:\Users\mylab\OneDrive\AI-OS-Project\tools\powershell",".ps1","0.27","5/3/2026 5:51:44 PM","5/3/2026 5:51:44 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"create_folder_purpose_notes.py","C:\Users\mylab\OneDrive\AI-OS-Project\tools\python\create_folder_purpose_notes.py","C:\Users\mylab\OneDrive\AI-OS-Project\tools\python",".py","15.55","5/3/2026 8:45:51 PM","5/3/2026 8:47:09 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"config","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.azure\config","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.azure","","0.14","5/2/2026 5:04:32 PM","4/30/2026 1:21:34 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
".env","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.env","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".env","0.13","5/2/2026 5:04:32 PM","4/27/2026 12:49:59 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
".gitignore","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.gitignore","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".gitignore","0.01","5/2/2026 5:04:32 PM","4/27/2026 1:50:50 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"app.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\app.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".py","2.34","5/2/2026 5:04:32 PM","4/30/2026 1:15:52 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"requirements.txt","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\requirements.txt","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".txt","0.08","5/2/2026 5:04:32 PM","4/30/2026 1:20:02 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"screener.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\screener.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".py","9.48","5/2/2026 5:04:32 PM","4/30/2026 12:28:53 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"startup.txt","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\startup.txt","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1",".txt","0.13","5/2/2026 5:04:32 PM","4/27/2026 1:20:06 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"dashboard.html","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\templates\dashboard.html","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\templates",".html","13.67","5/2/2026 5:04:32 PM","4/27/2026 12:39:53 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"May 3, 2026 0546 1.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\May 3, 2026 0546 1.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".txt","0.08","5/3/2026 9:13:47 AM","5/3/2026 5:46:59 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"May 3, 2026 0546.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\May 3, 2026 0546.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".txt","0.08","5/3/2026 9:13:47 AM","5/3/2026 5:46:36 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"May 3, 2026 0547.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\May 3, 2026 0547.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".txt","0.08","5/3/2026 9:13:47 AM","5/3/2026 5:47:12 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"Yubico demo website.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\Yubico demo website.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".txt","0.03","4/5/2026 3:01:38 PM","4/5/2026 11:52:18 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"Yubikey Documents.adoc","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\Yubikey Documents.adoc","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".adoc","10.81","4/20/2026 5:10:08 AM","5/2/2026 5:27:17 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"yubikit.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey\yubikit.txt","C:\Users\mylab\OneDrive\AI-OS-Project\Yubikey",".txt","10.81","5/2/2026 7:21:51 AM","5/2/2026 5:31:04 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"config","C:\Users\mylab\OneDrive\Desktop\Ai_Os\.azure\config","C:\Users\mylab\OneDrive\Desktop\Ai_Os\.azure","","0.14","4/28/2026 1:36:19 PM","4/28/2026 2:11:39 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\agent\runtime\README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\agent\runtime",".md","0.08","3/25/2026 4:45:25 PM","3/25/2026 4:45:59 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
".gitignore","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\.gitignore","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".gitignore","0.25","3/25/2026 5:02:38 PM","3/25/2026 5:01:24 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"eslint.config.js","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\eslint.config.js","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".js","0.74","3/25/2026 5:02:38 PM","3/25/2026 5:01:24 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"index.html","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\index.html","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".html","0.35","3/25/2026 5:02:38 PM","3/25/2026 5:02:38 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"package.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\package.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".json","0.59","3/25/2026 5:02:38 PM","3/25/2026 5:02:38 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"package-lock.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\package-lock.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".json","88.42","3/25/2026 5:04:36 PM","3/25/2026 5:04:36 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"favicon.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public\favicon.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public",".svg","9.3","3/25/2026 5:02:38 PM","3/25/2026 5:01:25 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"icons.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public\icons.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public",".svg","4.91","3/25/2026 5:02:38 PM","3/25/2026 5:01:25 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard",".md","0.07","3/25/2026 4:45:25 PM","5/1/2026 3:48:31 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"App.css","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\App.css","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src",".css","2.82","3/25/2026 5:02:38 PM","3/25/2026 5:01:24 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"App.jsx","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\App.jsx","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src",".jsx","3.54","3/25/2026 5:02:38 PM","3/25/2026 5:01:24 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"hero.png","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\hero.png","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets",".png","43.87","3/25/2026 5:02:38 PM","3/25/2026 5:01:25 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"react.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\react.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets",".svg","4.03","3/25/2026 5:02:38 PM","3/25/2026 5:01:25 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"vite.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\vite.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets",".svg","8.5","3/25/2026 5:02:38 PM","3/25/2026 5:01:25 PM","AI_OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
