"Decision","AllowedDecisions","Name","FullPath","ProposedAction","TargetZone","ProposedTargetPath","RiskLevel","Reason","HumanNotes"
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","config","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.azure\config","KEEP_PRIVATE_DO_NOT_UPLOAD","SECRETS_CONFIG","","HIGH","Contains or may contain environment variables, Azure config, credentials, subscription metadata, or local deployment settings.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK",".env","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\.env","KEEP_PRIVATE_DO_NOT_UPLOAD","SECRETS_CONFIG","","HIGH","Contains or may contain environment variables, Azure config, credentials, subscription metadata, or local deployment settings.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","app.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\app.py","KEEP_ACTIVE_TRADING_ENGINE","TRADING_ENGINE_V1","","HIGH","Active trading-engine skeleton/source. Changes require backup and code review.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","screener.py","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\screener.py","KEEP_ACTIVE_TRADING_ENGINE","TRADING_ENGINE_V1","","HIGH","Active trading-engine skeleton/source. Changes require backup and code review.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","dashboard.html","C:\Users\mylab\OneDrive\AI-OS-Project\TradingEngineV1\templates\dashboard.html","KEEP_ACTIVE_TRADING_ENGINE","TRADING_ENGINE_V1","","HIGH","Active trading-engine skeleton/source. Changes require backup and code review.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","config","C:\Users\mylab\OneDrive\Desktop\Ai_Os\.azure\config","KEEP_PRIVATE_DO_NOT_UPLOAD","SECRETS_CONFIG","","HIGH","Contains or may contain environment variables, Azure config, credentials, subscription metadata, or local deployment settings.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\agent\runtime\README.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK",".gitignore","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\.gitignore","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","eslint.config.js","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\eslint.config.js","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","index.html","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\index.html","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","package.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\package.json","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","package-lock.json","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\package-lock.json","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","favicon.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public\favicon.svg","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","icons.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public\icons.svg","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\README.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","App.css","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\App.css","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","App.jsx","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\App.jsx","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","hero.png","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\hero.png","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","react.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\react.svg","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","vite.svg","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\assets\vite.svg","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","index.css","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\index.css","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","main.jsx","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\src\main.jsx","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","vite.config.js","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\vite.config.js","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\automation\pipeline\README.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","config.py","C:\Users\mylab\OneDrive\Desktop\Ai_Os\bot\config.py","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","main.py","C:\Users\mylab\OneDrive\Desktop\Ai_Os\bot\main.py","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","webhook.py","C:\Users\mylab\OneDrive\Desktop\Ai_Os\bot\webhook.py","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","deploy.zip","C:\Users\mylab\OneDrive\Desktop\Ai_Os\deploy.zip","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\Desktop\Ai_Os\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","api-contract.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\docs\specs\api-contract.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","automation-pipeline.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\docs\specs\automation-pipeline.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","ui-spec.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\docs\specs\ui-spec.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","README.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\inputs\README.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","whitepaper.md","C:\Users\mylab\OneDrive\Desktop\Ai_Os\inputs\whitepaper.md","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","READme.pdf","C:\Users\mylab\OneDrive\Desktop\Ai_Os\internal\source-artifacts\pdf\READme.pdf","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","whitepaper.pdf","C:\Users\mylab\OneDrive\Desktop\Ai_Os\internal\source-artifacts\pdf\whitepaper.pdf","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","folderUse.txt","C:\Users\mylab\OneDrive\Desktop\Ai_Os\internal\source-artifacts\txt\folderUse.txt","REVIEW_DUPLICATE_WORKING_COPY","DESKTOP_WORKING_COPY","","MEDIUM","Desktop Ai_Os appears to be a duplicate/parallel working copy. Needs diff before merge.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","ai-os Incident Report.txt","C:\Users\mylab\OneDrive\Desktop\ai-os Incident Report.txt","MOVE_CANDIDATE_TO_AI_OS_PROJECT","DESKTOP_LOOSE_AI_OS","C:\Users\mylab\OneDrive\AI-OS-Project\_INBOX\desktop_import_review","MEDIUM","Loose desktop AI_OS-related file. Move only after manual review.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\Ai_Os Node\HTML\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\control\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\docs\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","config","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\TradingEngineV1\.azure\config","KEEP_PRIVATE_DO_NOT_UPLOAD","SECRETS_CONFIG","","HIGH","Contains or may contain environment variables, Azure config, credentials, subscription metadata, or local deployment settings.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK",".env","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\TradingEngineV1\.env","KEEP_PRIVATE_DO_NOT_UPLOAD","SECRETS_CONFIG","","HIGH","Contains or may contain environment variables, Azure config, credentials, subscription metadata, or local deployment settings.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","AI-OS_MASTER_GUIDELINES.md","C:\Users\mylab\OneDrive\Desktop\AlgoTradez-PostMortems\AI-OS_MASTER_GUIDELINES.md","MOVE_CANDIDATE_TO_AI_OS_PROJECT","DESKTOP_LOOSE_AI_OS","C:\Users\mylab\OneDrive\AI-OS-Project\_INBOX\desktop_import_review","MEDIUM","Loose desktop AI_OS-related file. Move only after manual review.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","AlgoTradez_AI-OS_Roadmap_1(in).xlsx","C:\Users\mylab\OneDrive\Documents\AlgoTradez_AI-OS_Roadmap_1(in).xlsx","MOVE_CANDIDATE_TO_INBOX","DOCUMENTS_AI_OS","C:\Users\mylab\OneDrive\AI-OS-Project\_INBOX\documents_import_review","LOW","Documents AI_OS reference file. Place in inbox/review before canonizing.",""
"HOLD","HOLD | APPROVE_MOVE | APPROVE_MERGE | APPROVE_RENAME | APPROVE_ARCHIVE | APPROVE_DELETE_AFTER_BACKUP | BLOCK","desktop.ini","C:\Users\mylab\OneDrive\GitHub\_HOLD_ai-rtony91_Ai_Os_20260504_131210\desktop.ini","DELETE_CANDIDATE_AFTER_BACKUP","WINDOWS_METADATA","","LOW","Windows folder view metadata. Not project source-of-truth.",""
